,Report Snapshot Date,Licensee Name,Program Type Desc,Region Display Name,CMSM DSSAB Name,Child Care Center Name,Licence Number,Program Option,Original Issue Date,Licence Status,Closure or Termination Date,Language of Service Desc,Street Number,Street Name,Street Type,City,Province,Postal Code,
1544,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Millbrook,3254,"Full Day(6 hours or more in a day), Before school, After school",2005-09-08,Active,,English,47,Tupper,Street,Millbrook,ON,L0A 1G0,
1545,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Peterborough,17,Full Day(6 hours or more in a day),1993-01-19,Active,,English,730,Medical,Drive,Peterborough,ON,K9J 8M4,
1546,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Queen Elizabeth,1893,After school,2002-10-25,Active,,English,830,Barnardo,Avenue,Peterborough,ON,K9J 5V9,
1547,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Queen Mary,1935,"Before school, After school",2002-12-11,Active,,English,1445,Monaghan,Road,Peterborough,ON,K9J 5M8,
1548,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Roger Neilson,3976,Before school,2006-10-13,Active,,English,550,Erskine,Avenue,Peterborough,ON,K9J 5T4,
1549,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Shamrock,1836,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2002-09-03,Active,,English,525,Ennis,Road,Ennismore,ON,K0L 1T0,
1550,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-St. Martins,3978,After school,2006-10-13,Active,,English,531,Ennis,Road,Ennismore,ON,K0L 1T0,
1551,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-St. Teresa,3262,After school,2005-09-08,Active,,English,1525,Fairmount,Boulevard,Peterborough,ON,K9J 6S9,
1552,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,CELC-Warsaw,57316,"Before school, After school",2018-08-31,Active,,English,975,English,Line,Warsaw,ON,K0L 3A0,
1553,2020-02-29,Compass Early Learning and Care,Child Care Centre,Central North Region,City of Peterborough,Compass Early Learning and Care - St. Joseph,6580,"Before school, After school",2013-07-24,Active,,English,405,4th,Line,Douro,ON,K0L 1S0,
1554,2020-02-29,Compass Early Learning and Care,Child Care Centre,East Region,County of Northumberland,CELC-Cobourg,57476,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2018-12-31,Active,,English,1333,Ontario,Street,Cobourg,ON,K9J 1W1,
1555,2020-02-29,Compass Early Learning and Care,Home Child Care Agency,Central North Region,City of Peterborough,Compass Early Learning and Care,P4T01,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Flexible Hours(e.g. shifts, evenings), Before school, After school, Overnight, Weekend",1999-04-30,Active,,English,550,Braidwood,Avenue,Peterborough,ON,K9J 1W1,
1556,2020-02-29,Comtés unis de Prescott et Russell/United Counties of Prescott and Russell,Home Child Care Agency,East Region,United Counties of Prescott and Russell,Agence de garde familiale agréée de Prescott-Russell Home Child Care Agency,P4U31,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Flexible Hours(e.g. shifts, evenings), Before school, After school, Overnight, Weekend",1999-09-29,Active,,"English, French, Other",59,Rue,Court,L'Orignal,ON,K0B 1K0,
1557,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Conestoga College JF Carmichael,56561,"Before school, After school",2016-08-19,Active,,English,80,Patricia,Avenue,Kitchener,ON,N2M 1J3,
1558,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Conestoga College King Edward,56161,"Before school, After school",2015-08-28,Active,,English,709,King,Street,Kitchener,ON,N2G 1E3,
1559,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Conestoga College Laurelwood,55537,"Before school, After school",2014-08-28,Inactive,2019-07-05,English,460,Brentcliffe,Drive,Waterloo,ON,N2T 2R5,
1560,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Doon Campus Child Care Centre,1678,Full Day(6 hours or more in a day),1979-05-22,Active,,English,299,Doon Valley,Drive,Kitchener,ON,N2G 4M4,
1561,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Driftwood Park Child Care Centre,14662,"Full Day(6 hours or more in a day), Before school, After school",1989-12-06,Active,,English,50,Parkland,Crescent,Kitchener,ON,N2N 1S4,
1562,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Glencairn Child Care Centre,6769,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1989-07-11,Active,,English,664,Erinbrook,Drive,Kitchener,ON,N2E 2A1,
1563,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,J.F. Carmichael,6646,"Before school, After school",2013-08-14,Inactive,2014-10-03,English,80,Patricia,Avenue,Kitchener,ON,N2M 1J3,
1564,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,John Darling Child Care Centre,6762,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1989-07-11,Inactive,,English,200,Rolling Meadows,Drive,Kitchener,ON,N2N 2W7,
1565,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Pioneer Park,57735,"Before school, After school",2019-08-02,Active,,English,55,Upper Canada,Drive,kitchener,ON,N2P 1G2,
1566,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Sandhills,57736,"Before school, After school",2019-08-02,Active,,English,1250,Victoria,Street,kitchener,ON,N2N 3J2,
1567,2020-02-29,Conestoga College Institute of Technology and Advanced Learning,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Silverheights Child Care,14661,"Half day(Less than 6 hours in a day), Before school, After school",1989-12-06,Active,,English,390,Scott,Road,Cambridge,ON,N3C 3Z7,
1568,2020-02-29,Confident Minds Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,OXFORD LEARNING CENTRE - RATHBURN,6021,Full Day(6 hours or more in a day),2012-03-14,Inactive,2014-02-06,English,925,Rathburn,Road,Mississauga,ON,L4W 4C3,
1569,2020-02-29,Congregation of the Antonine Sisters Ottawa,Child Care Centre,East Region,City of Ottawa,Garderie Providence Day Care Centre,184,Full Day(6 hours or more in a day),1990-03-08,Active,,French,998,Frances,Street,Ottawa,ON,K1K 3L5,
1570,2020-02-29,Connie Burnside,Child Care Centre,North Region,District of Cochrane Social Services Administration Board,Chickadee Childcare and Learning Centre,55606,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2014-08-30,Inactive,2016-07-12,English,387,Balsam,Street,Timmins,ON,P4N 6H5,
1571,2020-02-29,Connie Burnside,Child Care Centre,North Region,District of Cochrane Social Services Administration Board,Kids Adventure Centre,1965,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2003-01-20,Inactive,2014-03-19,English,56,Father Costello,Drive,Schumacher,ON,P0N 1G0,
1572,2020-02-29,Conseil Scolaire Catholique MonAvenir,Child Care Centre,Central East Region,City of Toronto,Garderie Mon Petit Jardin,1680,"Full Day(6 hours or more in a day), Before school, After school",2002-06-24,Active,,French,500,Sandhurst,Cercle,Toronto,ON,M1S 3Y7,
1573,2020-02-29,Conseil Scolaire Catholique MonAvenir,Child Care Centre,West Region,Regional Municipality of Halton,Centre Copains-Copines,20109,"Full Day(6 hours or more in a day), Before school, After school",1996-09-24,Active,,French,901,Francis,Road,Burlington,ON,L7T 3Y3,
1574,2020-02-29,Conseil Scolaire Catholique MonAvenir,Child Care Centre,West Region,Regional Municipality of Halton,Garderie Porte-Soleil,20016,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1994-05-02,Active,,French,34,Miller,Drive,Georgetown,ON,L7G 5P7,
1575,2020-02-29,Conseil Scolaire Catholique MonAvenir,Child Care Centre,West Region,Regional Municipality of Niagara,Les Coccinelles Zélées,1624,"Full Day(6 hours or more in a day), Before school, After school",2002-05-10,Active,,French,153,Church,Rue,St. Catharines,ON,L2R 3E2,
1576,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Petits pas à trois école La Vérendrye,55653,Half day(Less than 6 hours in a day),2014-09-05,Active,,French,614,Eastvale,Promenade,Gloucester,ON,K1J 6Z6,
1577,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois - École catholique Sainte-Anne,6085,Half day(Less than 6 hours in a day),2012-08-31,Active,,French,235,Beausoleil,Drive,Ottawa,ON,K1N 8X8,
1578,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Horizon Jeunesse,5752,Half day(Less than 6 hours in a day),2011-09-12,Active,,French,349,Olmstead,Rue,Vanier,ON,K1L 1B1,
1579,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Jean Paul II,5747,Half day(Less than 6 hours in a day),2011-09-12,Active,,French,5473,Abbott,Rue,Stittsville,ON,K2S 0A8,
1580,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Jean-Robert-Gauthier,56708,Half day(Less than 6 hours in a day),2016-12-20,Active,,French,651,Chapman Mills,Drive,Nepean,ON,K2J 0W7,
1581,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Marius-Barbeau,5755,Half day(Less than 6 hours in a day),2011-09-01,Active,,French,1345,Nottinghill,Avenue,Ottawa,ON,K1V 6T3,
1582,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Reines-des-Bois,5754,Half day(Less than 6 hours in a day),2011-09-12,Active,,French,1450,Dufour,Rue,Orléans,ON,K1E 1E6,
1583,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Roger-St-Denis,5748,Half day(Less than 6 hours in a day),2011-09-01,Active,,French,186,Barrow,Crescent,Kanata,ON,K2L 2C7,
1584,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école Sainte Bernadette,5749,Half day(Less than 6 hours in a day),2011-08-11,Active,,French,3781,Sixth,Rue,Ottawa,ON,K1T 1K5,
1585,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,City of Ottawa,Programme Petits pas à trois école St-Joseph,5753,Half day(Less than 6 hours in a day),2011-09-12,Active,,French,6664,Carrière,Rue,Orléans,ON,K1C 1J4,
1586,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,County of Hastings,Programme Petit pas à trois école L'Envol,5831,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2011-08-24,Active,,French,45,Johnson,,Trenton,ON,K8V 6V7,
1587,2020-02-29,Conseil des écoles catholiques du Centre-Est,Child Care Centre,East Region,United Counties of Leeds & Grenville,Garderie éducative Sainte-Marguerite-Bourgeoys,57063,Full Day(6 hours or more in a day),2017-12-19,Active,,French,50,Campus,Promenade,Kemptville,ON,K0G 1J0,
1588,2020-02-29,Constance Lake First Nation,Child Care Centre,North Region,Not Available,Little Lambs Gathering Centre: Mananstaneshuk Ma Mo Kapshewin,2935,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2005-02-15,Active,,English,2,Musko,Road,Constance Lake,ON,P0L 1B0,
1589,2020-02-29,Cook's School Day Care Inc.,Child Care Centre,East Region,County of Northumberland,Cook's Child Care Program,3226,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2005-09-06,Inactive,2014-08-29,English,700,D'Arcy,Street,Cobourg,ON,K9A 4J9,
1590,2020-02-29,Cook's School Day Care Inc.,Child Care Centre,East Region,County of Northumberland,Victoria Park Child Care Centre,821,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1995-09-01,Active,,English,172,Queen,Street,Cobourg,ON,K9A 5P6,
1591,2020-02-29,Cook's School Day Care Inc.,Home Child Care Agency,East Region,County of Northumberland,Cooks Home Child Care Agency,P4T55,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Flexible Hours(e.g. shifts, evenings), Before school, After school, Overnight, Weekend",1999-03-30,Active,,English,172,Queen,Street,Cobourg,ON,K9A 5P6,
1592,2020-02-29,Cooperative Nursery School of Almonte Incorporated,Child Care Centre,East Region,County of Lanark,Almonte Cooperative Nursery School,329,Half day(Less than 6 hours in a day),1979-06-02,Active,,English,106,Elgin,Street,Almonte,ON,K0A 1A0,
1593,2020-02-29,Cooperative Para-scolaire Vanier Co-operative School-Age Program Inc.,Child Care Centre,East Region,City of Ottawa,Vanier Co-operative Childcare Centre,5224,Full Day(6 hours or more in a day),2009-08-31,Active,,English,236,Levis,Avenue,Vanier,ON,K1L 6H8,
1594,2020-02-29,Coppens Academy Inc.,Child Care Centre,East Region,City of Kingston,Coppens Academy,4972,"Full Day(6 hours or more in a day), Extended hours(more than 12 hours), Before school, After school",2009-06-11,Active,,English,672,Golden Mile,Road,Kingston,ON,K7M 6K6,
1595,2020-02-29,Coppens Academy Inc.,Child Care Centre,East Region,City of Kingston,Coppens Academy - Division,6102,"Full Day(6 hours or more in a day), Before school, After school",2012-06-22,Active,,English,817,Division,Street,Kingston,ON,K7K 4C2,
1596,2020-02-29,Coptic Orthodox Patriarchate of Alexandria (Ch. of Virgin Mary & St. Athanasius),Child Care Centre,Central West Region,Regional Municipality of Peel,LITTLE ANGELS CHRISTIAN CHILDCARE CENTRE - 2,5500,Full Day(6 hours or more in a day),2010-09-03,Active,,English,6341,Mississauga,Road,Mississauga,ON,L5N 1A5,
1597,2020-02-29,Coptic Orthodox Patriarchate of Alexandria (Ch. of Virgin Mary & St. Athanasius),Child Care Centre,Central West Region,Regional Municipality of Peel,Little Angels Christian Childcare Centre,20179,Full Day(6 hours or more in a day),1998-11-12,Active,,English,1245,Eglinton,Avenue,Mississauga,ON,L5V 2M4,
