,name,source_facility_type,source_id,capacity,facility_type,city,full_address,postal_code,provider
917,MONTEREY PARK CHILDCARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,1C42C18AAEB694E6B3CCC8F591EB0071,54,Day Care,CALGARY,2707 CATALINA BLVD. NE,T1Y6L7,Province of Alberta
919,SHOWER WITH LOVE DAYCARE,DAY CARE PROGRAM,2D59EF2C56179758BD051FA78EE035D7,50,Day Care,EDMONTON,12115/12119 54 STREET,T5W3N4,Province of Alberta
925,BRIAR HILL CHILDREN'S PROGRAMS,OUT OF SCHOOL CARE PROGRAM,2F00DD6D3FADF01BB0A89B26218B6D4D,56,Day Care,CALGARY,1233 - 21 STREET NW,T2N2L8,Province of Alberta
927,SUNSHINE ACADEMY BEFORE AND AFTERSCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,35C4E7D3C8BE0EA5384F51850DFA9C59,60,Day Care,EDMONTON,4206 66 STREET,T6K4A2,Province of Alberta
929,ORIOLE PARK SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,43B5C13438DDA1A412DF6C4B071C4358,42,Day Care,RED DEER,5 OLDBURY ST.,T4N5A8,Province of Alberta
930,WILDWOOD CHILDCARE,DAY CARE PROGRAM,44F0825FCB1D43642355A958771AC910,86,Day Care,EDMONTON,1774 34 AVENUE,T6T1B1,Province of Alberta
931,LESSARD DAYCARE,DAY CARE PROGRAM,47BE0916CCDFFB5C279794A6747E84F0,57,Day Care,EDMONTON,131 6104 172 STREET NW,T6M1G9,Province of Alberta
935,TLC PRESCHOOL,PRE-SCHOOL PROGRAM,58206D6C1B040DE3C6A86074A34A6317,44,Day Care,SPRUCE GROVE,221 JENNIFER HEIL WAY,T7X4J5,Province of Alberta
939,CANCARE CHILDREN'S CENTRE II,OUT OF SCHOOL CARE PROGRAM,63A200757A15AA9569799AB2294564C5,56,Day Care,CALGARY,30 ARBOUR LAKE WAY NW,T3G5X4,Province of Alberta
940,WILDWOOD CHILDCARE OSC,OUT OF SCHOOL CARE PROGRAM,679097FC055415846CB1DE73EF527F81,45,Day Care,EDMONTON,1774 34 AVENUE,T6T1Y9,Province of Alberta
942,IRMA OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,70D519780F286973A0BBA5D72FD74C1C,43,Day Care,IRMA,5012 53 AVE,T0B2H0,Province of Alberta
943,LESSARD AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,71C421046FBE1B9104D4E73A0517FE51,43,Day Care,EDMONTON,131 6104 172 STREET NW,T6M1G9,Province of Alberta
946,CRAWFORD PLAINS DAY CARE CENTRE,DAY CARE PROGRAM,744B6E6501BC99697BA5817DC99DD79D,57,Day Care,EDMONTON,1535 MILLWOODS ROAD EAST,T6L5H1,Province of Alberta
950,IRMA PLAYSCHOOL ASSOCIATION,PRE-SCHOOL PROGRAM,80FA739ED7280B0758148417C364CCC7,32,Day Care,IRMA,5012 - 53 AVENUE,T0B2H0,Province of Alberta
951,SUNSHINE ACADEMY DAY CARE,DAY CARE PROGRAM,845B4CB621972876A263FE93FC5D9B31,60,Day Care,EDMONTON,4206 66 STREET,T6K4A2,Province of Alberta
954,SMART CHOICE OUT OF SCHOOL,OUT OF SCHOOL CARE PROGRAM,94C59983A388489C57AB4B36746C5F6D,21,Day Care,EDMONTON,11624 81 STREET,T5B2S2,Province of Alberta
955,WELLINGTON PARK PLAYSCHOOL,PRE-SCHOOL PROGRAM,96DF4989EA3D6BC1C2E713065646A05A,25,Day Care,EDMONTON,13440 132 STREET,T5L4A4,Province of Alberta
956,ALL ABOUT FRIENDS OSC,OUT OF SCHOOL CARE PROGRAM,9B3A022B9768EBCDED3F936F137E5E02,35,Day Care,EDMONTON,2936 ELLWOOD DRIVE SW,T6X0A9,Province of Alberta
957,WEBBER GREENS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,A0EFD67889C57E7185A27D36BB11F66F,37,Day Care,EDMONTON,1240/1244 WEBBER GREENS DR. NW,T5T7C5,Province of Alberta
958,DIE KLEINE KINDERSCHULE KINDERGARTEN SOCIETY,PRE-SCHOOL PROGRAM,A318F8EA90FA7762F3C7990393A6EADF,20,Day Care,EDMONTON,8310 ROPER ROAD,T6E6E3,Province of Alberta
960,MOUNT ROYAL UNIVERSITY BEFORE AND AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,AB82E08437C45CF4204FA037CAD08DDE,30,Day Care,CALGARY,2227 - 58 AVE SW,T3E1N6,Province of Alberta
965,ADVENTURES CHILD CARE 4,OUT OF SCHOOL CARE PROGRAM,B6F5B518D5CF5B40AC265F86F276A776,45,Day Care,CALGARY,95 BERMUDA RD NW,T3K2J6,Province of Alberta
966,BRIGHTPATH MCKENZIE TOWNE,OUT OF SCHOOL CARE PROGRAM,C85693024839D50EB71763DA0DDAF19A,45,Day Care,CALGARY,97 MCKENZIE TOWNE BLVD. SE,T2Z3S7,Province of Alberta
967,NORTHMOUNT STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,C9C2C2178B9D592DD1236ADAD20272B7,42,Day Care,CALGARY,226 NORTHMOUNT DRIVE NW,T2K3G5,Province of Alberta
968,WEBBER GREENS DAYCARE,DAY CARE PROGRAM,DE97E642E42A2E540D09536B176D8245,62,Day Care,EDMONTON,1240/1244 WEBBER GREENS DR. NW,T5T7C5,Province of Alberta
970,DAVID THOMPSON PLAYSCHOOL,PRE-SCHOOL PROGRAM,E3ED79BAB8DCB7CF72A228866230D546,17,Day Care,CONDOR,725 CONDOR ROAD - NW5 39 4 W5,T0M0P0,Province of Alberta
971,WEINLOS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,E6746CAF846DAE6E61F53C3CCC7208B1,47,Day Care,EDMONTON,2911 48 STREET,T6L5T7,Province of Alberta
972,SUNNY BUNNY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,E715E41ED985FCEA2DA0D44457DD0610,64,Day Care,EDMONTON,14105 94 STREET,T5E6B2,Province of Alberta
973,MONTEREY PARK CHILDCARE PROGRAMS,PRE-SCHOOL PROGRAM,F32B50F1C8EC2FF6EC0DC7D91C9A6FB5,24,Day Care,CALGARY,2707 CATALINA BLVD NE,T1Y6L7,Province of Alberta
974,CRAWFORD PLAINS AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F4B35B49403309D59E5B4EEDF852F7EB,53,Day Care,EDMONTON,1535 MILLWOODS ROAD EAST,T6L5H1,Province of Alberta
976,SMART CHOICE DAYCARE AND O.S.C.,DAY CARE PROGRAM,FD2B4C15FD30A7948A4294C496F51792,39,Day Care,EDMONTON,11624 81 STREET,T5B2S2,Province of Alberta
977,CAMROSE CHILDREN'S CENTRE,DAY CARE PROGRAM,015DDCC3D415207EB66704E0591288CB,80,Day Care,CAMROSE,4304 53 STREET,T4V1Y2,Province of Alberta
979,MILLWOODS PROGRAM FOR SCHOOL AGE CHILDREN,OUT OF SCHOOL CARE PROGRAM,018CC95620F8F95ED8C6AD2904A80719,40,Day Care,EDMONTON,1603/1605 KNOTTWOOD RD NORTH,T6K2N3,Province of Alberta
980,ANGEL KEEPERS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,04F5B2B3518B9C9045B59B7DF68FBC43,50,Day Care,EDMONTON,12839 50 STREET,T5A4L8,Province of Alberta
981,ADVENTURERS SCHOOL AGE CARE LTD: CAPITOL HILL,OUT OF SCHOOL CARE PROGRAM,1535041B48B2A92B20D9595732900022,70,Day Care,CALGARY,2210 18 STREET NW,T2M3T4,Province of Alberta
