,name,source_facility_type,source_id,capacity,ages,infant,toddler,school_age,facility_type,full_address,provider
2125,Rossburn Early Learners Inc.,Centre/Nursery,2033,16,,N,N,N,Day Care,"Room 205 108 Victoria Avenue (Ave) Rossburn, MB",Province of Manitoba
2126,Selkirk Nursery School Inc.,Centre/Nursery,2062,25,,N,N,N,Day Care,"236 Clandeboye Avenue (Ave) Selkirk, MB",Province of Manitoba
2127,Shilo Military Family Resource Centre Inc.,Centre/Nursery,2312,20,,N,N,N,Day Care,"Room B3 Bldg - T-114 Notre Dame Avenue (Ave) Shilo, MB",Province of Manitoba
2128,Small Wonders Community Nursery School Inc.,Centre/Nursery,100846,20,,N,N,N,Day Care,"Westside Community Church 831 Thornhill Street Morden, MB",Province of Manitoba
2129,Springfield Tiny Tots Inc.,Centre/Nursery,2123,16,,N,N,N,Day Care,"#6 - 530 Main Street Oakbank, MB",Province of Manitoba
2130,St Eustache Mini-Fran Inc.,Centre/Nursery,2098,25,,N,N,N,Day Care,"Ecole St. Eustache School Room 7 - Allarie Street S St. Eustache, MB",Province of Manitoba
2131,Emmanual Evangelical Free Church Inc.,Centre/Nursery,2342,40,,N,N,N,Day Care,"102-107,110-116,120-127,church nursery 360 McKenzie Avenue (Ave) Steinbach, MB",Province of Manitoba
2132,Swan River Nursery School Inc.,Centre/Nursery,2043,15,,N,N,N,Day Care,"1421 3rd Street S Swan River, MB",Province of Manitoba
2133,The Frere Jacques Nursery School Inc.,Centre/Nursery,2047,15,,N,N,N,Day Care,"Ecole Lorette Immersion gym,computer lab 475 Senez Street Lorette, MB",Province of Manitoba
2134,"The Pas Preschool Activity Centre, Inc.",Centre/Nursery,2074,16,,N,N,N,Day Care,"120 Stewart Street The Pas, MB",Province of Manitoba
2135,Tinker Bell Nursery School Incorporated,Centre/Nursery,2039,20,,N,N,N,Day Care,"Room 101 1516 Bond Street Dauphin, MB",Province of Manitoba
2136,Waskada Wee Ones Playschool Inc.,Centre/Nursery,2281,17,,N,N,N,Day Care,"Waskada School 30 Souris Avenue (Ave) Waskada, MB",Province of Manitoba
2137,Wee R Special Inc. (Nursery School),Centre/Nursery,2311,20,,N,N,N,Day Care,"Room 127 112 Lake Street S Deloraine, MB",Province of Manitoba
2139,Westpark School Inc.,Centre/Nursery,100905,20,,N,N,N,Day Care,"Rooms 13 & 19 (preschool), 26 (chapel) B - 2375 Saskatchewan Avenue (Ave) W Portage la Prairie, MB",Province of Manitoba
2140,Winkler Kid's Korner Nursery School Inc.,Centre/Nursery,2196,20,,N,N,N,Day Care,"Winkler EMMC Church 600 Southview Drive Winkler, MB",Province of Manitoba
2197,Kiddie Corner Early Learning Inc.,Centre,100435,15,School Age,N,N,Y,Day Care,"# 4 - 417 King Avenue (Ave) Killarney, MB",Province of Manitoba
2236,Elie Mini-Fran Inc.,Centre,102647,30,School Age,N,N,Y,Day Care,"Elie Community Club 23 Main Street Elie, MB",Province of Manitoba
2248,Family or Group Child Care Home *,Home,102030,6,School Age,N,N,Y,Home,None,Province of Manitoba
