,name,source_facility_type,licence_status,street_number,street_name,city,province,postal_code,provider
25,Central Montessori PreSchool - 1139176 Ontario Inc. - # 16042 (200 Sheppard),Child Care Centre,Active,200,Sheppard Avenue,Toronto,ON,M2N 3A9,Province of Ontario
26,Central Montessori Preschool - 1139176 Ontario Inc - #15094 (157 Florence),Child Care Centre,Inactive,157,Florence Avenue,Toronto,ON,M2N 1G5,Province of Ontario
27,ABC Montessori II,Child Care Centre,Active,285,Matheson Boulevard,Mississauga,ON,L4Z 1X8,Province of Ontario
28,ABC Montessori Learning Centre,Child Care Centre,Active,4300,Cawthra Road,Mississauga,ON,L4Z 1V8,Province of Ontario
29,Oxford Little Readers Program (1142309 Ontario Inc.),Child Care Centre,Inactive,4195,Dundas Street,Toronto,ON,M8X 1Y4,Province of Ontario
30,Oxford Learning Centre - North Brampton,Child Care Centre,Inactive,380,Bovaird Drive,Brampton,ON,L6Z 2S7,Province of Ontario
31,1152901 Ontario Ltd. - Oxford Learning Centre - Woodbridge,Child Care Centre,Inactive,4550,Highway 7,Woodbridge,ON,L4L 4Y7,Province of Ontario
32,North Bay Daycare Centre,Child Care Centre,Active,419,Haig Street,North Bay,ON,P1B 1S9,Province of Ontario
33,North Bay Daycare Centre - School Age Program,Child Care Centre,Active,449,Laurier Avenue,North Bay,ON,P1B 1T3,Province of Ontario
34,1191238 Ontario Ltd. - Trinity Montessori School,Child Care Centre,Active,9211,Woodbine Avenue,Markham,ON,L3R 0K1,Province of Ontario
35,Montessori School of Bracebridge,Child Care Centre,Inactive,265,Maple Street,Bracebridge,ON,P1L 1K3,Province of Ontario
36,1207770 Ontario Ltd - Oxford Learning Centre - Richmond Hill,Child Care Centre,Inactive,10720,Yonge Street,Richmond Hill,ON,L4C 3C9,Province of Ontario
37,Oxford Learning Centre - 1217984 Ontario Inc.,Child Care Centre,Inactive,3130,Bathurst Street,Toronto,ON,M6A 2A1,Province of Ontario
38,1229244 Ontario Inc. - MindTech Montessori & Computer School - Markham,Child Care Centre,Inactive,2977,16th Avenue,Markham,ON,L3R 0K9,Province of Ontario
39,First Class Children's Centre,Child Care Centre,Active,139,Rebecca Street,Hamilton,ON,L8R 1B9,Province of Ontario
40,Seafield Day Nursery - (1243015 Ontario Incorporated),Child Care Centre,Active,100,York Gate Boulevard,Toronto,ON,M3N 2C4,Province of Ontario
41,First Steps Child Care - Irwin Avenue,Child Care Centre,Inactive,169,Irwin Avenue,Essex,ON,N8M 2T4,Province of Ontario
42,First Steps Child Care - Tecumseh Road,Child Care Centre,Inactive,13291,Tecumseh Road,Tecumseh,ON,N8N 3T4,Province of Ontario
43,ROBIN'S NEST EARLY CHILDHOOD EDUCATION CENTRE,Child Care Centre,Active,8,Hammond Street,St. Thomas,ON,N5P 2B5,Province of Ontario
44,Sunny Day Care,Child Care Centre,Active,2209,Kingsway Drive,Kitchener,ON,N2C 1A2,Province of Ontario
45,Oxford Learning Centre - Oakville,Child Care Centre,Inactive,1131,Nottinghill Gate,Oakville,ON,L6M 1K5,Province of Ontario
46,OXFORD LEARNING CENTRE - CENTRAL,Child Care Centre,Inactive,640,Eglinton Avenue,Mississauga,ON,L5R 3V2,Province of Ontario
47,1286909 Ontario Limited - The Little Red School House,Child Care Centre,Active,325,The Queensway,Keswick,ON,L4P 2B8,Province of Ontario
48,Angelic Treasures Christian Childcare Centre,Child Care Centre,Active,6970,Vicar Gate,Mississauga,ON,L5W 1G7,Province of Ontario
49,Hopedale Montessori School,Child Care Centre,Active,156,Third Line,Oakville,ON,L6L 3Z8,Province of Ontario
50,Hopedale Montessori School - Orchard Road Campus,Child Care Centre,Active,2207,Orchard Road,Burlington,ON,L7L 7H8,Province of Ontario
51,Hopedale Montessori School - Palermo Campus,Child Care Centre,Active,3114,DUNDAS Street,Oakville,ON,L6M 4J3,Province of Ontario
52,Hopedale Montessori School - Thomas St. Campus,Child Care Centre,Active,160,William Street,Oakville,ON,L6J 1C5,Province of Ontario
53,Alexandra Day Care,Child Care Centre,Active,68,Alexandra Avenue,Waterloo,ON,N2L 1L7,Province of Ontario
54,134757 Ontario Inc. - MindTech (East Campus),Child Care Centre,Active,8961,Ninth Line,Markham,ON,L6B 1A8,Province of Ontario
55,Petite Maison Montessori,Child Care Centre,Active,126,O'Connor Drive,Toronto,ON,M4K 2K7,Province of Ontario
56,Hillside Montessori School (1351520 Ontario Ltd.),Child Care Centre,Active,76,Anglesey Boulevard,Toronto,ON,M9A 3C1,Province of Ontario
57,Learning Garden Childcare,Child Care Centre,Active,69,Six Point Road,Toronto,ON,M8Z 2X3,Province of Ontario
58,PINETREE MONTESSORI SCHOOL,Child Care Centre,Active,489,Pinetree Drive,London,ON,N6H 3M9,Province of Ontario
59,Tender Loving Daycare,Child Care Centre,Active,2,Grand Avenue,Cambridge,ON,N1S 2L2,Province of Ontario
60,Rotherglen School Meadowvale Campus,Child Care Centre,Inactive,929,Old Derry Road,Mississauga,ON,L5W 1A1,Province of Ontario
61,Peekaboo Georgetown - L.E.A.P.,Child Care Centre,Inactive,68-78,Main Street,Georgetown,ON,L7G 3H3,Province of Ontario
62,Antrim Childcare Centre,Child Care Centre,Inactive,4A,Antrim Crescent,Toronto,ON,M1P 4Y8,Province of Ontario
63,14200 10 Ontario Inc. - Kendalwood Montessori School,Child Care Centre,Active,104,Consumers Drive,Whitby,ON,L1N 5T3,Province of Ontario
64,Leslie Street Day Care Centre,Child Care Centre,Active,1111,Stellar Drive,Newmarket,ON,L3Y 7B8,Province of Ontario
65,Oxford Learning Centre - Oakville South,Child Care Centre,Inactive,511,Maple Grove Drive,Oakville,ON,L6J 6X8,Province of Ontario
66,Scholar Montessori Academy - Langstaff Campus,Child Care Centre,Active,3650,Langstaff Road,Vaughan,ON,L4L 9A8,Province of Ontario
67,Monkey See Monkey Do/Abbeywood,Child Care Centre,Active,1395,Abbeywood Drive,Oakville,ON,L6M 3B2,Province of Ontario
68,Little Learning House Child Care Centre,Child Care Centre,Active,198,Fennell Avenue,Hamilton,ON,L9A 1S7,Province of Ontario
69,Little Learning House Child Care Centre - Locke Street,Child Care Centre,Active,86,Homewood Avenue,Hamilton,ON,L8P 2M4,Province of Ontario
70,Little Learning House Infant and Toddler Centre,Child Care Centre,Active,192,Allenby Avenue,Hamilton,ON,L9A 2V2,Province of Ontario
71,Kinder Club Daycare,Child Care Centre,Inactive,331,Dufferin Avenue,Belleville,ON,K8N 3X6,Province of Ontario
72,Kinder Learning Centre,Child Care Centre,Active,308,Dundas Street,Belleville,ON,K8N 1E6,Province of Ontario
73,Kinder Learning Centre - Trenton East,Child Care Centre,Active,287,Dundas Street,Trenton,ON,K8V 1M1,Province of Ontario
74,Little Stars Daycare,Child Care Centre,Active,527,Van Kirk Drive,Brampton,ON,L7G 4K4,Province of Ontario
75,Royal Montessori School,Child Care Centre,Active,2500,Mimosa Row,Mississauga,ON,L5B 1P7,Province of Ontario
76,A Child's Paradise Too,Child Care Centre,Active,16,Morrell Street,Brantford,ON,N3T 4J2,Province of Ontario
77,Yorktown Montessori School (1505408 Ontario Inc.),Child Care Centre,Active,349,Kenneth Avenue,Toronto,ON,M2N 4V9,Province of Ontario
78,Teddy Bear Educare Advance,Child Care Centre,Active,86,Advance Road,Toronto,ON,M8Z 2T7,Province of Ontario
79,Gulfstream Day Care Centre - 152244 Association Canada Inc.,Child Care Centre,Active,20,Gulfstream Road,Toronto,ON,M9M 1S3,Province of Ontario
80,TRAFALGAR RIDGE MONTESSORI SCHOOL,Child Care Centre,Active,2379,Trafalgar Road,Oakville,ON,L6H 6K7,Province of Ontario
81,Oxford Learning Centre - N/E,Child Care Centre,Inactive,380,Dundas Street,Oakville,ON,L6H 6Z9,Province of Ontario
82,Springdale Learning Centre,Child Care Centre,Active,160,Mountainash Road,Brampton,ON,L6R 1J1,Province of Ontario
83,Springdale Learning Centre-Shaw Public School,Child Care Centre,Active,10,Father Tobin Road,Brampton,ON,L6R 3K2,Province of Ontario
84,Oxford Learning Centre - Maple,Child Care Centre,Inactive,2937,Major Mackenzie Drive,Maple,ON,L6A 3N9,Province of Ontario
85,Learning Jungle School - Buttonwood Campus (1584333 Ontario Inc.),Child Care Centre,Active,100,Allanhurst Drive,Toronto,ON,M9A 4K4,Province of Ontario
86,Active Kids Daycare,Child Care Centre,Active,977,Pantera Drive,Mississauga,ON,L4W 2W6,Province of Ontario
87,Little Rascals Preschool,Child Care Centre,Active,158A,Queen Street,Mississauga,ON,L5M 1K8,Province of Ontario
88,Bluebird Montessori School (Mini),Child Care Centre,Active,905 A,Broadview Avenue,Toronto,ON,M4K 2R2,Province of Ontario
89,Bluebird Montessori School (North),Child Care Centre,Active,958,Broadview Avenue,Toronto,ON,M4K 2R6,Province of Ontario
90,Bluebird Montessori School South,Child Care Centre,Active,515,Broadview Avenue,Toronto,ON,M4K 2N6,Province of Ontario
91,NUF House Academy,Child Care Centre,Active,80,Glen Shields Avenue,Vaughan,ON,L4K 1T7,Province of Ontario
92,Its Playtime Childcare Centre,Child Care Centre,Inactive,1423,Danforth Avenue,Toronto,ON,M4J 1N3,Province of Ontario
93,Child Care Plus,Child Care Centre,Active,14,Jansen Avenue,Kitchener,ON,N2A 2L3,Province of Ontario
94,Royal Cachet Montessori School,Child Care Centre,Active,9921,Woodbine Avenue,Markham,ON,L6C 1H7,Province of Ontario
95,Royal Cachet Montessori School Stouffville,Child Care Centre,Active,160,Mostar Street,Stouffville,ON,L4A 0Y2,Province of Ontario
96,Cornerstone Montessori Ottawa,Child Care Centre,Inactive,3773,Jockvale Road,Ottawa,ON,K2C 3H1,Province of Ontario
97,Birch Avenue Child Care Centre,Child Care Centre,Inactive,138,Birch Avenue,Hamilton,ON,L8L 6H7,Province of Ontario
98,Treasure Chest Nursery School,Child Care Centre,Inactive,110,Little Avenue,Barrie,ON,L4N 4K8,Province of Ontario
99,Higher Learning Montessori Preschool Paris site,Child Care Centre,Inactive,8,Silver Street,Paris,ON,N3L 1T6,Province of Ontario
100,Higher Learning Montessori Preschool,Child Care Centre,Active,211,Stonehenge Drive,Ancaster,ON,L9K 1R4,Province of Ontario
101,SOUTHDALE DAY CARE CENTRE,Child Care Centre,Inactive,456,Southdale Road,London,ON,N6E 1A3,Province of Ontario
102,Small Wunders Child Care,Child Care Centre,Active,5353,Lakeshore Road,Burlington,ON,L7L 1C8,Province of Ontario
103,The Village Montessori,Child Care Centre,Active,533,Main Street,Glen Williams,ON,L7G 3T1,Province of Ontario
104,Sunshine Montessori School - North York,Child Care Centre,Inactive,2,Nobert Road,Scarborough,ON,M1T 1C1,Province of Ontario
105,Just For Kids Early Learning Centre,Child Care Centre,Inactive,9-3088,Mayfield Road,Brampton,ON,L6Z 4P8,Province of Ontario
106,Child's Paradise Day Care Centre,Child Care Centre,Inactive,450,O'Brien Road,Renfrew,ON,K7V 3Z2,Province of Ontario
107,Tammy's Learning Centre (TLC),Child Care Centre,Inactive,210,Denmark Street,Meaford,ON,N4L 1C2,Province of Ontario
108,Tammy's School-age Program,Child Care Centre,Inactive,34,Trowbridge Street,Meaford,ON,N4L 1A5,Province of Ontario
109,Kinder Academy Education Center,Child Care Centre,Active,4465,Drummond Road,Niagara Falls,ON,L2E 6C5,Province of Ontario
110,Pineridge Children's Centre,Child Care Centre,Active,32,Ewen Street,Arnprior,ON,K7S 2B2,Province of Ontario
111,Monkey Around Play & Learn Centre,Child Care Centre,Active,7-1650,Queensdale Avenue,Ottawa,ON,K1T 1N8,Province of Ontario
112,ANGELIC TREASURES CHRISTIAN CHILDCARE CENTRE II,Child Care Centre,Inactive,2054,Mountainside Drive,Burlington,ON,L7P 1A8,Province of Ontario
113,Galaxy Montessori,Child Care Centre,Active,130,Tower Hill Road,Richmond Hill,ON,L4E 4K6,Province of Ontario
114,OXFORD LITTLE READERS ACADEMY - WATERLOO,Child Care Centre,Inactive,10,Fischer-Hallman Road,Waterloo,ON,N2L 2X3,Province of Ontario
115,1824090 Ontario Inc.,Home Child Care Agency,Active,8500,Leslie Street,Markham,ON,L3T 7M8,Province of Ontario
116,Kinderhuis Montessori,Child Care Centre,Active,785,Pacific Road,Oakville,ON,L6L 6M3,Province of Ontario
117,Gan Shelanu Jewish Israeli Daycare,Child Care Centre,Active,1118,Centre Street,Thornhill,ON,L4J 7R9,Province of Ontario
118,Harmony School of Education and Fine Arts,Child Care Centre,Inactive,2,Darling Street,Brantford,ON,N3T 2J8,Province of Ontario
119,Little House Montessori School,Child Care Centre,Active,140,Maple Street,Collingwood,ON,L9Y 2P8,Province of Ontario
120,First Academy,Child Care Centre,Active,131,John Button Boulevard,Markham,ON,L3R 9C2,Province of Ontario
121,Fairy Glen Day Care - C.E.Broughton,Child Care Centre,Active,80,Crawforth Street,Whitby,ON,L1N 9L6,Province of Ontario
122,Fairy Glen Day Care - Northern Dancer,Child Care Centre,Active,2200,Bridle Road,Oshawa,ON,L1L 0L5,Province of Ontario
123,Fairy Glen Day Care Care Centre - Jeanne Sauve,Child Care Centre,Active,950,Coldstream Drive,Oshawa,ON,L1K 0J6,Province of Ontario
124,Fairy Glen Day Care Centre,Child Care Centre,Inactive,728,Anderson Street,Whitby,ON,L1N 3V6,Province of Ontario
125,Fairy Glen Day Care Centre,Child Care Centre,Active,173,Crawforth Street,Whitby,ON,L1N 3S4,Province of Ontario
126,Fairy Glen Day Care Centre - Pierre Elliott Trudeau,Child Care Centre,Active,1111,Beatrice Street,Oshawa,ON,L1K 2S7,Province of Ontario
127,Fairy Glen Day Care Centre - Pringle Creek,Child Care Centre,Active,80,Ribblesdale Drive,Whitby,ON,L1N 8M1,Province of Ontario
128,Fairy Glen Seneca Trail,Child Care Centre,Active,1915,Queensbury Drive,Oshawa,ON,L1N 8M1,Province of Ontario
129,Angelic Treasures Christian Daycare Gordon Baker,Child Care Centre,Active,155,Gordon Baker Road,Toronto,ON,M2H 3N7,Province of Ontario
130,Absolute Angels II Daycare,Child Care Centre,Active,10635,Creditview Road,Brampton,ON,L6V 1A1,Province of Ontario
131,BYRON WOODS MONTESSORI SCHOOL,Child Care Centre,Active,1468,Commissioners Road,London,ON,N6K 1E6,Province of Ontario
132,North Woods Montessori School,Child Care Centre,Active,193,Homestead Crescent,London,ON,N6G 2E6,Province of Ontario
133,Pathways Academy & Early Learning Centre,Child Care Centre,Active,6642,St. Thomas More Drive,Niagara Falls,ON,L2G 5N4,Province of Ontario
134,Pathways Academy and Early Learning Centre,Child Care Centre,Inactive,5971,Dorchester Road,Niagara Falls,ON,L2G 5S8,Province of Ontario
135,Wee Care Educational Services,Child Care Centre,Active,1010,Downsview Drive,Burlington,ON,L7T 4H8,Province of Ontario
136,Bayridge B&A (at Creekford),Child Care Centre,Active,2845,Creekford Road,Kingston,ON,K7P 2Z3,Province of Ontario
137,Bayridge Drive Child Care Centre,Child Care Centre,Active,1035,Bayridge Drive,Kingston,ON,K7P 3B8,Province of Ontario
138,Henderson Child Care Centre,Child Care Centre,Active,180,Henderson Boulevard,Kingston,ON,K7M 3W3,Province of Ontario
139,Willowbrae Academy,Child Care Centre,Inactive,1250,Brant Street,Burlington,ON,L7P 1X8,Province of Ontario
140,Tiny Hoppers Early Learning Centres-Kingston West,Child Care Centre,Active,375,Select Drive,Kingston,ON,K7M 8R1,Province of Ontario
141,Little Sprouts Hamilton,Child Care Centre,Active,689,West 5th Street,Hamilton,ON,L9C 3R3,Province of Ontario
142,Circle of Children Academy,Child Care Centre,Active,2850,Argentia Rd,Mississauga,ON,L5N 5G4,Province of Ontario
143,Unionville Montessori School Church,Child Care Centre,Active,9400,Kennedy Road,Markham,ON,L6C 1N6,Province of Ontario
144,Unionville Montessori School South,Child Care Centre,Active,4484,16th Avenue,Markham,ON,L3R 0M1,Province of Ontario
145,Sweet Pea Daycare,Child Care Centre,Active,480,bronte Street,Milton,ON,L9T 2X6,Province of Ontario
146,Sunrise Montessori School,Child Care Centre,Active,180,Amber Street,Markham,ON,L3R 3J8,Province of Ontario
147,CUTIE PIE DAYCARE & CHILD DEVELOPMENT CENTRE,Child Care Centre,Active,199,Matthew Boyd Crescent,NEWMARKET,ON,L3X 3C7,Province of Ontario
148,Silver Maple Montessori,Child Care Centre,Active,345,Steeles Avenue,Milton,ON,L9T 3G6,Province of Ontario
149,"Oxford Learning, Little Readers",Child Care Centre,Active,520,Highway # 8,Stoney Creek,ON,L8G 1G6,Province of Ontario
150,Circle of Friends,Child Care Centre,Inactive,1292,Heenan Place,Kenora,ON,P9N 2Y8,Province of Ontario
151,Kinder Buddies Childcare and Development Centre,Child Care Centre,Active,2640,Bristol Circle,Oakville,ON,L6H 6Z7,Province of Ontario
152,Helping Hands Daycare - Brooklin,Child Care Centre,Active,5959,Anderson Street,Brooklin,ON,L1M 2E9,Province of Ontario
153,Helping Hands Daycare - Rougemount,Child Care Centre,Active,376,Kingston Road,Pickering,ON,L1V 6K4,Province of Ontario
154,The Oakville Academy for the Arts Preschool,Child Care Centre,Active,1011,Upper Middle Road,Oakville,ON,L6H 4L5,Province of Ontario
155,Child's View Daycare Centre - Woodbridge,Child Care Centre,Inactive,8045,Islington Avenue,Woodbridge,ON,L4L 1W4,Province of Ontario
156,Sidney Ledson School - Markham,Child Care Centre,Inactive,8855,Woodbine Avenue,Markham,ON,L3R 5G1,Province of Ontario
157,Kidz World Childcare Centre,Child Care Centre,Active,6,Scott Drive,Richmond Hill,ON,L4C 6V6,Province of Ontario
158,Greely First Steps Daycare Centre,Child Care Centre,Inactive,6631,Bank Street,Metcalfe,ON,K0A 2P0,Province of Ontario
159,Oxford Learning Centre - Springdale,Child Care Centre,Active,25-55,Mountainash Road,Brampton,ON,L6R 1W4,Province of Ontario
160,Learning Jungle School - Greensborough Campus,Child Care Centre,Active,38,Greensborough Village Circle,Markham,ON,L6E 0C7,Province of Ontario
161,Learning Jungle School - Greensborough Campus 2,Child Care Centre,Inactive,50,Greensborough Village Circle,Markham,ON,L6E 1M1,Province of Ontario
162,Learning Jungle School,Child Care Centre,Active,78,Agnes Street,Mississauga,ON,L5B 1J7,Province of Ontario
163,Colwell Nursery School,Child Care Centre,Active,755,Oklahoma Drive,Pickering,ON,L1W 2H4,Province of Ontario
164,BULLDOG INTERACTIVE FITNESS FOR YOUTH,Child Care Centre,Active,259,Grange Road,Guelph,ON,N1E 6R5,Province of Ontario
165,York Montessori School,Child Care Centre,Active,10533,Leslie Street,Richmond Hill,ON,L4S 1P1,Province of Ontario
166,Oxford Learning Centre,Child Care Centre,Inactive,9325,Yonge Street,Richmond Hill,ON,L4C 0A8,Province of Ontario
167,All Smiles Childcare,Child Care Centre,Active,8,Green Hollow Court,Markham,ON,L6E 1K7,Province of Ontario
168,Khalsa Montessori School,Child Care Centre,Inactive,2-4535,Ebenezer Road,Brampton,ON,L6P 2P7,Province of Ontario
169,Khalsa Montessori School,Child Care Centre,Active,11499,The Gore Road,Brampton,ON,L6P 0B2,Province of Ontario
170,Small Steps Early Learning Centre,Child Care Centre,Active,13321,Yonge Street,Richmond Hill,ON,L4E 1E1,Province of Ontario
171,BrightPath Maple Grove,Child Care Centre,Active,1370,Maple Grove Road,Cambridge,ON,N3H 4R6,Province of Ontario
172,Monkey See Monkey Do - Appleby Campus,Child Care Centre,Active,1940,Appleby Line,Burlington,ON,L7L 0B7,Province of Ontario
173,Acorn School,Child Care Centre,Inactive,1061,Elgin Mills Road,Richmond Hill,ON,L4S 1M7,Province of Ontario
174,Step By Step Learning Academy Inc.,Child Care Centre,Active,9116,Bayview Avenue,Richmond Hill,ON,L4B 3M9,Province of Ontario
175,Kinder College Early Learning Centre,Child Care Centre,Active,218,Richmond Street,Toronto,ON,M5V 1V6,Province of Ontario
176,Tiny Treasure Mississauga Day Care,Child Care Centre,Active,80,King Street,Mississauga,ON,L5B 1G9,Province of Ontario
177,Tiny Treasure Montessori School,Child Care Centre,Active,84,South Service Road,Mississauga,ON,L5G 2R9,Province of Ontario
178,Big Hearts Before & After School Program,Child Care Centre,Active,500,Mayfair Avenue,Oshawa,ON,L1G 2Y2,Province of Ontario
179,Big Hearts Day Care Centre,Child Care Centre,Active,1383,Wilson Road,Oshawa,ON,L1K 2Z5,Province of Ontario
180,123 TLC Daycare,Child Care Centre,Inactive,354,Queen Street,Mississauga,ON,L5M 1M2,Province of Ontario
181,123 TLC Daycare,Child Care Centre,Active,322,Queen Street,Mississauga,ON,L5M 1M2,Province of Ontario
182,2190581 Ontario Inc. o/a Oxford Learning Centre,Child Care Centre,Active,11873,Ninth Line,Stouffville,ON,L4H 1A6,Province of Ontario
183,The Sunflower School,Child Care Centre,Active,90,Lawrence Avenue,Orangeville,ON,L9W 4J3,Province of Ontario
184,The Sunflower School - Townline,Child Care Centre,Active,9,Townline,Orangeville,ON,L9W 3R4,Province of Ontario
185,The Sunflower School on First,Child Care Centre,Active,,32 First Street,Orangeville,ON,L9W 2E1,Province of Ontario
186,Children's Circle Montessori School,Child Care Centre,Active,35,Brisdale Drive,Brampton,ON,L7A 2Y7,Province of Ontario
187,Smart Start Learning Centre and Childcare - Middlecote,Child Care Centre,Inactive,81,Middlecote Drive,Ajax,ON,L1T 4J8,Province of Ontario
188,JINGBAO Bilingual Montessori School,Child Care Centre,Active,265,16th Avenue,Richmond Hill,ON,L4C 7A6,Province of Ontario
189,CREATIVE CHILDREN'S MONTESSORI SCHOOL,Child Care Centre,Active,16,Parr Boulevard,Bolton,ON,L7E 4H1,Province of Ontario
190,Cornerstone Preschool,Child Care Centre,Active,2247,Rymal Road,Hamilton,ON,L8J 2V8,Province of Ontario
191,Sunshine Kids,Child Care Centre,Active,1,Westside Drive,Etobicoke,ON,M9C 1B2,Province of Ontario
192,First Foundations Children's Academy,Child Care Centre,Active,1076,Rutherford Road,Vaughan,ON,L1S 1S2,Province of Ontario
193,First Foundations Children's Academy,Child Care Centre,Active,1445,Eglinton Avenue West Avenue,Toronto.,ON,M6C 2E6,Province of Ontario
194,The Greenwoods Academy,Child Care Centre,Inactive,1056,Klondike Road,Kanata,ON,K2K 1X7,Province of Ontario
195,Lullaboo Nursery and Childcare Centre Inc.,Child Care Centre,Active,5329,Ninth Line,Mississauga,ON,L5M 5X5,Province of Ontario
196,Apples & Angels Montessori School & Daycare,Child Care Centre,Active,83,Main Street,Georgetown,ON,L7G 3H5,Province of Ontario
197,Apples & Angels Montessori School & Daycare,Child Care Centre,Active,79,Main St,"Georgetown, Halton Hills",ON,L7G 3H5,Province of Ontario
198,Lullaboo Nursery and Child Care Centre - Maple,Child Care Centre,Active,1410,Major Mackenzie Drive,Vaughan,ON,L6Z 4H6,Province of Ontario
199,Little Steps Early Learning and Child Care Centre,Child Care Centre,Active,9418,Highway 48,Markham,ON,L6E 0N1,Province of Ontario
200,ALTON KIDS CHILD CARE CENTRE,Child Care Centre,Active,4050,Palladium Way,Burlington,ON,L7M 0V6,Province of Ontario
201,Waverley Road Montessori School,Child Care Centre,Active,129,Waverley Road,Toronto,ON,M4L 3T4,Province of Ontario
202,Bloomfield Junior Academy Montessori School,Child Care Centre,Active,2,Bloomfield Trail,Richmond Hill,ON,L4E 2H8,Province of Ontario
203,Little Kids Daycare Center,Child Care Centre,Active,2015,Kingsridge Drive,Oakville,ON,L6M 4Y7,Province of Ontario
204,Queensville Montessori Academy,Child Care Centre,Active,20728,Leslie Street,Queensville,ON,L0G 1R0,Province of Ontario
205,Elite Montessori School II,Child Care Centre,Inactive,7755,Tenth Line,Mississauga,ON,L5N 1A5,Province of Ontario
206,Caterpillar & Co,Child Care Centre,Active,55,Chauncey Avenue,Toronto,ON,M8Z 2Z4,Province of Ontario
207,Meadowvale French Montessori School & Day Care,Child Care Centre,Active,6945,Meadowvale Town Centre Circle,Mississauga,ON,L5N 2W7,Province of Ontario
208,Monarch Manor,Child Care Centre,Active,240,Manor Road,Toronto,ON,M4S 1R8,Province of Ontario
209,Mini Masters Montessori School,Child Care Centre,Active,160,Holland Street,Bradford,ON,L3Z 1H7,Province of Ontario
210,Dundas Valley Montessori School,Child Care Centre,Active,14,Kemp,Dundas,ON,L9H 2M9,Province of Ontario
211,Creative Me Preschool,Child Care Centre,Inactive,,"21 Mill Street, North",Waterdown,ON,L0R 2H0,Province of Ontario
212,Appleseed Academy of Early Learning,Child Care Centre,Active,2067,Stanfield Road,Mississauga,ON,L4Y 1R4,Province of Ontario
213,Dino & Kidz Early Learning Centre,Child Care Centre,Inactive,445,Thompson Road,Cambridge,ON,N1T 2K7,Province of Ontario
214,Top Mandarin Daycare Centre,Child Care Centre,Active,3143,Sheppard Avenue,Toronto,ON,M1T 3J7,Province of Ontario
215,Top Mandarin Daycare-2,Child Care Centre,Active,4271,Sheppard Avenue,Toronto,ON,M1S 4G4,Province of Ontario
216,Tree of Life Childcare Centre,Child Care Centre,Active,2621,Highway 38,Kingston,ON,K7P 2Y7,Province of Ontario
217,Dino & Kidz Early Learning Centre,Child Care Centre,Inactive,8814,The Gore Road,Brampton,ON,L6P 0B1,Province of Ontario
218,Learning Jungle Maple Hill,Child Care Centre,Active,147,Toronto Street,Barrie,ON,L4N 1V3,Province of Ontario
219,Learning Jungle School - Mapleview Campus,Child Care Centre,Active,170,Prince William Way,Barrie,ON,L9J 0G7,Province of Ontario
220,Trillium Bilingual Montessori School,Child Care Centre,Inactive,888,Trillium Drive,Kitchener,ON,N2R 1K4,Province of Ontario
221,Lullaboo Nursery and Childcare Center,Child Care Centre,Active,8105,financial Drive,Brampton,ON,L6Y 0J8,Province of Ontario
222,Tiny Hoppers Early Learning Centres Stoney Creek Paramount,Child Care Centre,Active,1050,Paramount Drive,Stoney Creek,ON,L8J 1P8,Province of Ontario
223,Mini Explorers Daycare,Child Care Centre,Inactive,496,Grand Boulevard,Oakville,ON,L6H 1P3,Province of Ontario
224,Learning Blocks Montessori School,Child Care Centre,Active,3049,Guelph Line,Burlington,ON,L7R 3X4,Province of Ontario
225,Dino & Kidz Early Learning Centre,Child Care Centre,Inactive,322,Eastview Road,Guelph,ON,N1E 0L2,Province of Ontario
226,Milestone Montessori,Child Care Centre,Active,279,Kingston Street,Ajax,ON,L1Z 0K5,Province of Ontario
227,Goodness Childcare Centre,Child Care Centre,Active,2620,Rutherford Road,Vaughan,ON,L4H 0H1,Province of Ontario
228,Great Beginnings Montessori School,Child Care Centre,Active,505,Adelaide Avenue,Oshawa,ON,L1G 2A4,Province of Ontario
229,Willowbrae Academy Brampton,Child Care Centre,Active,10651,Chinguacousy Road,Brampton,ON,L7A 0N5,Province of Ontario
230,Tiny Hoppers - Newmarket,Child Care Centre,Active,525,Brooker Ridge,Newmarket,ON,L3X 1V8,Province of Ontario
231,Wonderland learning academy,Child Care Centre,Active,5970,King Road,Nobleton,ON,L0G 1N0,Province of Ontario
232,Monkey See Monkey Do Beacon Hill Burlington,Child Care Centre,Active,2501,Guelph Road,Burlington,ON,L7M 2A3,Province of Ontario
233,Step ONE,Child Care Centre,Active,74,Florence Drive,Oakville/Halton,ON,L6K 1V6,Province of Ontario
234,FIT4KIDS,Child Care Centre,Active,199,Berrigan Drive,Nepean,ON,K2J 5C6,Province of Ontario
235,Aurora Early Learning Centre,Child Care Centre,Active,138,Centre Street,Aurora,ON,L4G 1K1,Province of Ontario
236,TINY HOPPERS EARLY LEARNING CENTRE STONEY CREEK RYMAL,Child Care Centre,Active,1976,RYMAL Road,Hamilton,ON,L0R 1P0,Province of Ontario
237,Songbirds Montessori School - Whitby,Child Care Centre,Active,293,Michael Boulevard,Whitby,ON,L1N 5B2,Province of Ontario
238,Aspen Grove Montessori School,Child Care Centre,Active,233,Earl Stewart Drive,Aurora,ON,L4G 7Y3,Province of Ontario
239,Natural Connections Childcare,Home Child Care Agency,Active,198,North Road,Smiths Falls,ON,K7A 4S4,Province of Ontario
