,name,source_facility_type,capacity,infant,toddler,facility_type,city,full_address,postal_code,provider
163,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 2,CPE,62.0,Y,Y,Day Care,L'Ange-Gardien,"30, rue de la Mairie",G0A 2K0,Province of Quèbec
164,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 3,CPE,80.0,Y,Y,Day Care,L'Ange-Gardien,"300, rue du Tricentenaire",G0A 2K0,Province of Quèbec
165,CENTRE DE LA PETITE ENFANCE DU SOLEIL À LA LUNE,CPE,16.0,Y,Y,Day Care,L'Isle-aux-Coudres,"1969, chemin des Coudriers",G0A 3J0,Province of Quèbec
166,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,62.0,Y,Y,Day Care,La Malbaie,"175, rue Le Courtois",G5A 1K3,Province of Quèbec
167,L'ATELIER DE MENAUD,GARD,26.0,,,Day Care,La Malbaie,"9, rue Principale",G5A 2A5,Province of Quèbec
168,CPE JOLI-COEUR INSTALLATION DE LA MONTAGNE,CPE,75.0,Y,Y,Day Care,Lac-Beauport,"33, chemin des Épinettes",G3B 2P7,Province of Quèbec
169,CPE JOLI-COEUR INSTALLATION DU LAC,CPE,78.0,Y,Y,Day Care,Lac-Beauport,"584, chemin du Tour-du-Lac",G3B 0W1,Province of Quèbec
170,IL ÉTAIT UNE FOIS AU LAC-BEAUPORT INC.,GARD,78.0,Y,Y,Day Care,Lac-Beauport,"1016, boulevard du Lac",G3B 0W8,Province of Quèbec
171,ÉCOLE PRÉMATERNELLE ET MATERNELLE MONTESSORI DE LAC-BEAUPORT INC.,GARD,23.0,Y,Y,Day Care,Lac-Beauport,"1020E, boulevard du Lac",G3B 0W8,Province of Quèbec
172,LE PETIT GOUROU,CPE,31.0,Y,Y,Day Care,Neuville,"766, Route 138",G0A 2R0,Province of Quèbec
173,LES PETITS MARINS,CPE,39.0,Y,Y,Day Care,Neuville,"240, rue du Père-Rhéaume",G0A 2R0,Province of Quèbec
174,GARDERIE DU JARDIN,GARD,39.0,,,Day Care,Pont-Rouge,"2, rue du Jardin, suite 104",G3H 3R7,Province of Quèbec
175,LE KANGOUROU,CPE,62.0,Y,Y,Day Care,Pont-Rouge,"73, rue Pleau",G3H 2G6,Province of Quèbec
176,LE KOALA,CPE,39.0,Y,Y,Day Care,Pont-Rouge,"8, rue du Croissant",G3H 0J5,Province of Quèbec
177,INSTALLATION LES ÉTINCELLES,CPE,39.0,Y,Y,Day Care,Portneuf,"521, avenue de l'Église",G0A 2Y0,Province of Quèbec
178,DES AMOURS DE BOUT'CHOU INC.,GARD,62.0,,,Day Care,Québec,"3133, avenue D'Amours",G1X 1L7,Province of Quèbec
179,GARDERIE PRIVÉE LA PETITE ESCABELLE INC.,GARD,62.0,,,Day Care,Québec,"160, 73e Rue Est",G1H 1M7,Province of Quèbec
180,ACADÉMIE UNI-SPORT VAL-BÉLAIR,GARD,44.0,,,Day Care,Québec,"1091, boulevard Pie-XI Sud",G3K 1J9,Province of Quèbec
181,AU CHATEAU DE LORIE 2,GARD,30.0,,,Day Care,Québec,"20354, boulevard Henri-Bourassa, suite 101",G2M 1L1,Province of Quèbec
182,AU CHÂTEAU DE LORIE INC.,GARD,80.0,,,Day Care,Québec,"20354, boulevard Henri-Bourassa, suite 101",G2M 1L1,Province of Quèbec
183,AU COIN D'ÉMILIE INC.,GARD,18.0,Y,Y,Day Care,Québec,"533, rue Antoine-Gautier",G1C 7L3,Province of Quèbec
184,AU JARDIN DES LUTINS,GARD,45.0,Y,Y,Day Care,Québec,"15473, boulevard de la Colline",G3G 2Z3,Province of Quèbec
185,AU ROYAUME DE FANFAN 2,GARD,19.0,,,Day Care,Québec,"6137-A, du Pomerol",G3E 1X3,Province of Quèbec
186,BRIN DE FOLIE,CPE,62.0,Y,Y,Day Care,Québec,"6089, rue Vénus",G3E 1L8,Province of Quèbec
187,C.P.E. LA P¿TITE CHUTE,CPE,80.0,Y,Y,Day Care,Québec,"2130, boulevard des Chutes",G1C 1W5,Province of Quèbec
188,CENTRE D'ÉVEIL ET D'APPRENTISSAGE À TON RYTHME,GARD,30.0,,,Day Care,Québec,"4074B, rue André-Riel",G1Y 3T9,Province of Quèbec
189,"CENTRE DE LA PETITE ENFANCE ""LA P'TITE CHUTE""",CPE,65.0,Y,Y,Day Care,Québec,"1, rue de la Farandole",G1C 0B9,Province of Quèbec
190,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,CPE,61.0,Y,Y,Day Care,Québec,"450, avenue Glazier",G1M 3G1,Province of Quèbec
191,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI II,CPE,45.0,Y,Y,Day Care,Québec,"450, avenue Glazier",G1M 3G1,Province of Quèbec
192,CENTRE DE LA PETITE ENFANCE AU VIEUX BERCEAU,CPE,26.0,Y,Y,Day Care,Québec,"631, rue Jacques-Bédard",G2N 1C5,Province of Quèbec
193,CENTRE DE LA PETITE ENFANCE AUX POUSSINOTS D'ALAKAZOU DE QUÉBEC INC.,CPE,67.0,Y,Y,Day Care,Québec,"2020, avenue Chauveau",G2C 1V1,Province of Quèbec
194,CENTRE DE LA PETITE ENFANCE BOUT-EN-TRAIN DE STE-FOY,CPE,56.0,Y,Y,Day Care,Québec,"1199, avenue Beaupré",G1W 4B6,Province of Quèbec
195,CENTRE DE LA PETITE ENFANCE CLAIR DE LUNE,CPE,40.0,Y,Y,Day Care,Québec,"1040, avenue Belvédère, suite 200",G1S 3G3,Province of Quèbec
196,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,CPE,52.0,Y,Y,Day Care,Québec,"330, rue de la Croix-Rouge, local A101",G1K 2L5,Province of Quèbec
197,CENTRE DE LA PETITE ENFANCE DU CHUL,CPE,70.0,Y,Y,Day Care,Québec,"2721, rue du Général-Tremblay",G1W 1C2,Province of Quèbec
198,CENTRE DE LA PETITE ENFANCE DU VILLAGE INC.,CPE,60.0,Y,Y,Day Care,Québec,"985, rue de la Rivière",G1Y 1Z9,Province of Quèbec
199,CENTRE DE LA PETITE ENFANCE FANFOU,CPE,62.0,Y,Y,Day Care,Québec,"1690, avenue d'Assise",G1L 5A6,Province of Quèbec
200,CENTRE DE LA PETITE ENFANCE FEU VERT,CPE,40.0,Y,Y,Day Care,Québec,"1075, chemin Sainte-Foy",G1S 2M1,Province of Quèbec
201,CENTRE DE LA PETITE ENFANCE GARD'AMIS,CPE,52.0,Y,Y,Day Care,Québec,"1645, rue de la Seigneurie",G2L 2C3,Province of Quèbec
202,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,50.0,Y,Y,Day Care,Québec,"799, rue Ardouin",G1C 7N1,Province of Quèbec
203,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,58.0,Y,Y,Day Care,Québec,"797, rue Ardouin",G1C 7N1,Province of Quèbec
204,CENTRE DE LA PETITE ENFANCE JARDIN BLEU MAIZERETS,CPE,54.0,Y,Y,Day Care,Québec,"2200, boulevard Montmorency",G1J 5E7,Province of Quèbec
205,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, LOUIS-JOLLIET",CPE,25.0,Y,Y,Day Care,Québec,"1201, rue de la Pointe-Aux-Lièvres",G1L 4M1,Province of Quèbec
206,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, MAISON DES ENFANTS",CPE,31.0,Y,Y,Day Care,Québec,"896, 3e Avenue",G1L 2W9,Province of Quèbec
207,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, QUÉBEC",CPE,80.0,Y,Y,Day Care,Québec,"1750, boulevard Benoît-XV",G1L 2Z6,Province of Quèbec
208,CENTRE DE LA PETITE ENFANCE L'IMAGERIE INC.,CPE,69.0,Y,Y,Day Care,Québec,"5400, 5e Avenue Ouest",G1H 7A2,Province of Quèbec
209,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,70.0,Y,Y,Day Care,Québec,"860, boulevard Raymond",G1C 3L6,Province of Quèbec
210,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,44.0,Y,Y,Day Care,Québec,"860, boulevard Raymond",G1C 3L6,Province of Quèbec
211,CENTRE DE LA PETITE ENFANCE LA BOUGEOTTE,CPE,64.0,Y,Y,Day Care,Québec,"1040, avenue Belvédère, local 105",G1S 3G3,Province of Quèbec
212,CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX,CPE,76.0,Y,Y,Day Care,Québec,"324, rue Saint-Sauveur",G1N 2X4,Province of Quèbec
213,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 2",CPE,10.0,Y,Y,Day Care,Québec,"575, rue Sainte-Hélène",G1K 9M4,Province of Quèbec
214,CENTRE DE LA PETITE ENFANCE LA COQUINERIE,CPE,63.0,Y,Y,Day Care,Québec,"524, rue Bourdages",G1M 1A1,Province of Quèbec
215,CENTRE DE LA PETITE ENFANCE LA DÉCOUVERTE,CPE,80.0,Y,Y,Day Care,Québec,"6850, rue des Brumes",G2C 1P6,Province of Quèbec
216,CENTRE DE LA PETITE ENFANCE LA FRIMOUSSE,CPE,49.0,Y,Y,Day Care,Québec,"1600, boulevard de l'Entente",G1S 4S3,Province of Quèbec
217,CENTRE DE LA PETITE ENFANCE LA GROSSE TORTUE,CPE,61.0,Y,Y,Day Care,Québec,"2391, rue Nicolas-Pinel",G1V 4H9,Province of Quèbec
218,CENTRE DE LA PETITE ENFANCE LA NICHÉE,CPE,68.0,Y,Y,Day Care,Québec,"2725, chemin Sainte-Foy",G1V 4G5,Province of Quèbec
219,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE DE BEAUPORT,CPE,69.0,Y,Y,Day Care,Québec,"450, avenue Joseph-Giffard",G1C 1N2,Province of Quèbec
220,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,CPE,77.0,Y,Y,Day Care,Québec,"13245, boulevard Valcartier",G2A 2N5,Province of Quèbec
221,CENTRE DE LA PETITE ENFANCE LA RIBOULDINGUE,CPE,50.0,Y,Y,Day Care,Québec,"525, boulevard Wilfrid-Hamel, local E-107",G1M 2S8,Province of Quèbec
222,CENTRE DE LA PETITE ENFANCE LA RIGOLADE,CPE,75.0,Y,Y,Day Care,Québec,"1142, avenue du Lac-Saint-Charles",G3G 2S3,Province of Quèbec
223,CENTRE DE LA PETITE ENFANCE LA RITOURNELLE,CPE,44.0,Y,Y,Day Care,Québec,"3545, chemin Royal",G1E 1X1,Province of Quèbec
224,CENTRE DE LA PETITE ENFANCE LA TURLUTE,CPE,80.0,Y,Y,Day Care,Québec,"8380, boulevard de l'Ormière",G2C 1C3,Province of Quèbec
225,CENTRE DE LA PETITE ENFANCE LE GRENIER ENCHANTÉ,CPE,70.0,Y,Y,Day Care,Québec,"517, boulevard Louis-XIV",G1H 4N7,Province of Quèbec
226,CENTRE DE LA PETITE ENFANCE LE PALAIS DES BOUTS DE CHOUX INC.,CPE,39.0,Y,Y,Day Care,Québec,"300, boulevard Jean-Lesage, bureau RC.06",G1K 8K6,Province of Quèbec
227,CENTRE DE LA PETITE ENFANCE LE PANDORE,CPE,72.0,Y,Y,Day Care,Québec,"1050, chemin Sainte-Foy",G1S 4L8,Province of Quèbec
228,CENTRE DE LA PETITE ENFANCE LES FOURMIS ENSABLÉES,CPE,60.0,Y,Y,Day Care,Québec,"2167, chemin Sainte-Foy",G1V 1S3,Province of Quèbec
229,CENTRE DE LA PETITE ENFANCE LES LOUPIOTS INC.,CPE,59.0,Y,Y,Day Care,Québec,"1089, avenue de Salaberry",G1R 2V7,Province of Quèbec
230,CENTRE DE LA PETITE ENFANCE LES P'TITS LOUPS (LIMOILOU),CPE,66.0,Y,Y,Day Care,Québec,"1300, 8e Avenue",G1J 5L5,Province of Quèbec
231,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,80.0,Y,Y,Day Care,Québec,"2570, boulevard du Parc-Technologique",G1P 4S6,Province of Quèbec
232,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,80.0,Y,Y,Day Care,Québec,"2570, boulevard du Parc Technologique, bureau 100",G1P 4S6,Province of Quèbec
233,CENTRE DE LA PETITE ENFANCE LES P'TITS TRÉSORS DE VAL-BÉLAIR,CPE,60.0,Y,Y,Day Care,Québec,"5270, route Sainte-Geneviève",G3K 1A3,Province of Quèbec
234,CENTRE DE LA PETITE ENFANCE LES PETITS CHEMINOTS,CPE,48.0,Y,Y,Day Care,Québec,"333, boulevard Jean-Lesage, ORC-5",G1K 8J6,Province of Quèbec
235,CENTRE DE LA PETITE ENFANCE LES PETITS MULOTS,CPE,78.0,Y,Y,Day Care,Québec,"7843, rue des Santolines, bureau 1",G1G 0G3,Province of Quèbec
236,CENTRE DE LA PETITE ENFANCE LES ÉCLATS DE RIRE,CPE,60.0,Y,Y,Day Care,Québec,"2210, rue Desroches",G1J 4X9,Province of Quèbec
237,CENTRE DE LA PETITE ENFANCE MA BELLE GRENOUILLE,CPE,60.0,Y,Y,Day Care,Québec,"6609, rue du Soleil-Levant",G3E 2C8,Province of Quèbec
238,CENTRE DE LA PETITE ENFANCE MARIE GODARD,CPE,61.0,Y,Y,Day Care,Québec,"3800, rue de Marly, bureau 131",G1X 4A5,Province of Quèbec
239,CENTRE DE LA PETITE ENFANCE MILLE FLEURS INC.,CPE,80.0,Y,Y,Day Care,Québec,"4895, rue de la Promenade-des-Soeurs",G1Y 2W2,Province of Quèbec
240,CENTRE DE LA PETITE ENFANCE MONSIEUR GROSSE BEDAINE,CPE,67.0,Y,Y,Day Care,Québec,"3196, rue Rhéaume",G1C 4T8,Province of Quèbec
241,CENTRE DE LA PETITE ENFANCE MONTESSORI DE QUÉBEC,CPE,60.0,Y,Y,Day Care,Québec,"107, rue de l'Abbé-Pierre",G2G 1J9,Province of Quèbec
242,CENTRE DE LA PETITE ENFANCE PAMPLEMOUSSE,CPE,57.0,Y,Y,Day Care,Québec,"2040, rue du Cardinal-Persico",G1T 1V4,Province of Quèbec
243,CENTRE DE LA PETITE ENFANCE PASSE-PARTOUT INC.,CPE,62.0,Y,Y,Day Care,Québec,"5080, 4e Avenue Ouest",G1H 6X2,Province of Quèbec
244,CENTRE DE LA PETITE ENFANCE PASSEPOIL INC.,CPE,50.0,Y,Y,Day Care,Québec,"265, boulevard René-Lévesque Ouest",G1R 2A7,Province of Quèbec
245,CENTRE DE LA PETITE ENFANCE PATRO BOUTS D'CHOUX,CPE,80.0,Y,Y,Day Care,Québec,"7700, 3e Avenue Est",G1H 7J2,Province of Quèbec
246,CENTRE DE LA PETITE ENFANCE PERCÉE DE SOLEIL INC.,CPE,80.0,Y,Y,Day Care,Québec,"80, avenue Saint-Michel",G1C 1E7,Province of Quèbec
247,CENTRE DE LA PETITE ENFANCE POIDS-PLUME INC.,CPE,55.0,Y,Y,Day Care,Québec,"2987, chemin Saint-Louis",G1W 5A5,Province of Quèbec
248,CENTRE DE LA PETITE ENFANCE POLICHINELLE INC.,CPE,52.0,Y,Y,Day Care,Québec,"1411, rue Provancher",G1Y 1R9,Province of Quèbec
249,CENTRE DE LA PETITE ENFANCE POMME D'API INC.,CPE,42.0,Y,Y,Day Care,Québec,"148, rue Saint-François Ouest",G1K 1J2,Province of Quèbec
250,CENTRE DE LA PETITE ENFANCE POMME D'API INC.,CPE,33.0,Y,Y,Day Care,Québec,"578, avenue des Oblats",G1N 1V7,Province of Quèbec
251,CENTRE DE LA PETITE ENFANCE ROC-AMADOUR,CPE,60.0,Y,Y,Day Care,Québec,"2301, 1re Avenue",G1L 3M9,Province of Quèbec
252,"CENTRE DE LA PETITE ENFANCE, COOPÉRATIVE ST-JEAN-BAPTISTE",CPE,44.0,Y,Y,Day Care,Québec,"450, rue Burton",G1R 1Z7,Province of Quèbec
253,CENTRE JOUR INC.,CPE,76.0,Y,Y,Day Care,Québec,"1100, avenue de la Médecine, bureau 1106",G1V 0A9,Province of Quèbec
254,CENTRE L'UNIVERS DES AMIS DES SAULES,CPE,80.0,Y,Y,Day Care,Québec,"3300, rue Antonin-Marquis",G1P 3B9,Province of Quèbec
255,CENTRE LE PETIT BOURG,CPE,80.0,Y,Y,Day Care,Québec,"850, rue des Groseilles",G2J 1N6,Province of Quèbec
256,CENTRE LE PETIT DOMAINE,CPE,80.0,Y,Y,Day Care,Québec,"2850, avenue Raymond-Blouin",G1M 3Z3,Province of Quèbec
257,"CENTRE À LA PETITE ENFANCE ""LA BECQUÉE""",CPE,55.0,Y,Y,Day Care,Québec,"1127, chemin de la Canardière",G1J 2C3,Province of Quèbec
258,"CENTRE À LA PETITE ENFANCE ""LA BECQUÉE""",CPE,60.0,Y,Y,Day Care,Québec,"1601, avenue Conway",G1J 3S3,Province of Quèbec
259,CENTRE ÉDUCATIF MADEMOISELLE SOURIRE,GARD,61.0,Y,Y,Day Care,Québec,"2115, rue Boivin",G1V 1N6,Province of Quèbec
260,CENTRE ÉDUCATIF MADEMOISELLE SOURIRE 2,GARD,44.0,,,Day Care,Québec,"2115, rue Boivin",G1V 1N6,Province of Quèbec
261,COINS CRÉATIFS,GARD,80.0,,,Day Care,Québec,"2968, boulevard Sainte-Anne",G1E 3J3,Province of Quèbec
262,CPE LES PETITS MURMURES- INSTALLATION DE LA COLLINE,CPE,64.0,Y,Y,Day Care,Québec,"8, rue Cook",G1R 5J8,Province of Quèbec
263,CPE LES PETITS MURMURES- INSTALLATION DES REMPARTS,CPE,70.0,Y,Y,Day Care,Québec,"13, rue Couillard",G1R 3S8,Province of Quèbec
264,CPE LES PETITS MURMURES- INSTALLATION DES URSULINES,CPE,80.0,Y,Y,Day Care,Québec,"2, rue du Parloir",G1R 4M5,Province of Quèbec
265,DOU-DOU PLUME INC.,GARD,53.0,Y,Y,Day Care,Québec,"691, rue de Strasbourg",G1X 3A8,Province of Quèbec
266,ESPACE IMAGIMONDE INC.,GARD,47.0,,,Day Care,Québec,"10590, boulevard de l'Ormière",G2B 3L4,Province of Quèbec
267,ESPRIT DE FAMILLE S. A.,GARD,79.0,,,Day Care,Québec,"1125, boulevard Lebourgneuf",G2K 0J2,Province of Quèbec
268,FANFOLIE,CPE,52.0,Y,Y,Day Care,Québec,"161, avenue Champagnat, bureau 300",G1M 3W4,Province of Quèbec
269,FANFOUILLE,CPE,58.0,Y,Y,Day Care,Québec,"161, avenue Champagnat, bureau 200",G1M 3W4,Province of Quèbec
270,FANFOURIRE,CPE,67.0,Y,Y,Day Care,Québec,"166, avenue Bernatchez",G1M 0B4,Province of Quèbec
271,"GARDERIE ""AUASSISS - PETIT ENFANT""",GARD,30.0,Y,Y,Day Care,Québec,"234, rue Louis-IX",G2B 1L4,Province of Quèbec
272,GARDERIE AU BONHEUR D'ÊTRE ENFANT INC.,GARD,80.0,,,Day Care,Québec,"183, rue Racine",G2B 1E5,Province of Quèbec
273,GARDERIE AUX MILLE FEUILLES,GARD,49.0,,,Day Care,Québec,"1958-1960, rue Auguste-Renoir",G2A 1V9,Province of Quèbec
274,GARDERIE AUX SECRETS DE LA NATURE,GARD,61.0,Y,Y,Day Care,Québec,"787, rue Seigneuriale",G1B 2T2,Province of Quèbec
275,GARDERIE C'EST LA VIE!,GARD,80.0,,,Day Care,Québec,"1348, boulevard des Chutes, local 101",G1C 0M5,Province of Quèbec
276,GARDERIE CALINOSAURE INC.,GARD,60.0,Y,Y,Day Care,Québec,"1270, boulevard Louis-XIV",G2L 1M2,Province of Quèbec
277,GARDERIE COEUR DE POMME INC.,GARD,38.0,,,Day Care,Québec,"20385, boulevard Henri-Bourassa",G2N 1N9,Province of Quèbec
278,GARDERIE CROQUE MUSIQUE INC.,GARD,55.0,Y,Y,Day Care,Québec,"1450, boulevard Père-Lelièvre, porte G",G1M 1N9,Province of Quèbec
279,GARDERIE DE CHARLESBOURG INC.,GARD,80.0,Y,Y,Day Care,Québec,"750, avenue des Grenats",G2L 2Y6,Province of Quèbec
280,GARDERIE DE L'INSTITUT,GARD,30.0,,,Day Care,Québec,"900, avenue Joffre",G1S 4Z3,Province of Quèbec
281,GARDERIE DES EXPLORATEURS,GARD,57.0,,,Day Care,Québec,"10880, rue Élisabeth II",G2A 1Y3,Province of Quèbec
282,GARDERIE DES PETITS GOUVERNEURS INC.,GARD,36.0,,,Day Care,Québec,"1620, rue Sheppard",G1S 1K3,Province of Quèbec
283,GARDERIE DES SAULES INC.,GARD,34.0,Y,Y,Day Care,Québec,"98, rue des Saules Ouest",G1L 1E2,Province of Quèbec
284,GARDERIE ET ACADÉMIE LES PETITS CHAMPIONS INC.,GARD,79.0,,,Day Care,Québec,"2880, Chemin Ste-Foy, local 100",G1V 0E5,Province of Quèbec
285,GARDERIE FLEURS DES CHAMPS INC.,GARD,60.0,Y,Y,Day Care,Québec,"10685, boulevard de l'Ormière",G2B 3L5,Province of Quèbec
286,GARDERIE GAVROCHE INC.,GARD,42.0,Y,Y,Day Care,Québec,"9590, rue Saint-Maurice",G2B 3Z2,Province of Quèbec
287,GARDERIE GRONIGO INC.,GARD,54.0,Y,Y,Day Care,Québec,"975, avenue du Bourg-Royal",G2L 1X2,Province of Quèbec
288,GARDERIE L'ARCHE DE NOÉ,GARD,31.0,Y,Y,Day Care,Québec,"1094, route de l'Église",G1V 3V9,Province of Quèbec
289,GARDERIE L'OASIS ENFANTIN INC.,GARD,70.0,Y,Y,Day Care,Québec,"3610, boulevard Masson",G1P 1K1,Province of Quèbec
290,GARDERIE L'ODYSSÉE DU PAPILLON INC.,GARD,80.0,Y,Y,Day Care,Québec,"20105, boulevard Henri-Bourassa",G1G 6K3,Province of Quèbec
291,GARDERIE L'ÉLÉPHANT ROSE ENR.,GARD,58.0,Y,Y,Day Care,Québec,"5718, avenue Banville, bureau 2",G1P 1H6,Province of Quèbec
292,GARDERIE L'ÉVEIL DES ARTS INC.,GARD,80.0,Y,Y,Day Care,Québec,"1970, rue Auguste-Renoir",G2A 1V9,Province of Quèbec
293,GARDERIE LA BOÎTE AUX COULEURS INC.,GARD,49.0,Y,Y,Day Care,Québec,"520B, avenue Nordique",G1C 4B5,Province of Quèbec
294,GARDERIE LA BOÎTE À MALICES,GARD,28.0,Y,Y,Day Care,Québec,"2980, avenue du Colisée",G1L 4A5,Province of Quèbec
295,GARDERIE LA MAISON BOÎTE À SURPRISES INC.,GARD,62.0,,,Day Care,Québec,"265, rue George-Muir",G2N 1L3,Province of Quèbec
296,GARDERIE LA MAISON DES ENFANTS INC.,GARD,80.0,,,Day Care,Québec,"2642, boulevard Louis XIV",G1C 1C4,Province of Quèbec
297,GARDERIE LA MÈRE VEILLEUSE,GARD,19.0,Y,Y,Day Care,Québec,"466, rue Elmire",G3G 1R3,Province of Quèbec
298,GARDERIE LA PETITE ESCALE INC.,GARD,79.0,,,Day Care,Québec,"2065, boulevard Bastien",G2B 1B8,Province of Quèbec
299,GARDERIE LA PLUME D'OR,GARD,80.0,,,Day Care,Québec,"1015, avenue Wilfrid-Pelletier, local 110",G1W 0C4,Province of Quèbec
300,GARDERIE LA REINE DES GLACES 3 INC.,GARD,80.0,,,Day Care,Québec,"1255, boulevard Lebourgneuf, local 150",G2K 2E4,Province of Quèbec
301,GARDERIE LA REINE DES GLACES 4 INC.,GARD,80.0,,,Day Care,Québec,"2820, boulevard Laurier, tour 3, bureau 470",G1V 0C1,Province of Quèbec
302,GARDERIE LA REINE DES GLACES 5 INC.,GARD,80.0,,,Day Care,Québec,"2820, boulevard Laurier, tour 3, bureau 460",G1V 0C1,Province of Quèbec
303,GARDERIE LA REINE DES GLACES INC.,GARD,80.0,,,Day Care,Québec,"155, rue Fortin, local 100",G1M 3M2,Province of Quèbec
304,GARDERIE LE CHÂTEAU MAGIQUE,GARD,39.0,,,Day Care,Québec,"16375, chemin de la Grande-Ligne",G2N 2K8,Province of Quèbec
305,GARDERIE LE JARDIN ENCHANTÉ INC.,GARD,67.0,,,Day Care,Québec,"2190, rue de la Rive-Boisée Nord",G2C 0J1,Province of Quèbec
306,GARDERIE LE JARDIN MAGIQUE,GARD,36.0,Y,Y,Day Care,Québec,"448, 46e Rue Ouest",G1H 5J5,Province of Quèbec
307,GARDERIE LE MONDE DES PETITS PIEDS INC.,GARD,54.0,,,Day Care,Québec,"8580, boulevard Cloutier",G1G 4Z4,Province of Quèbec
308,GARDERIE LE MONDE ENCHANTÉ INC.,GARD,67.0,,,Day Care,Québec,"2700, avenue Chauveau",G2C 0C8,Province of Quèbec
309,GARDERIE LE PETIT MENUET INC.,GARD,48.0,,,Day Care,Québec,"149, rue Gamelin",G1N 3W2,Province of Quèbec
310,GARDERIE LE RANCH DES AMIS INC.,GARD,78.0,,,Day Care,Québec,"2071, chemin Ste-Foy",G1V 1R5,Province of Quèbec
311,GARDERIE LE SOLEIL,GARD,77.0,,,Day Care,Québec,"728, avenue Royale",G1E 1Z4,Province of Quèbec
312,GARDERIE LES AMIS D'ALEX ET FANNY,GARD,33.0,Y,Y,Day Care,Québec,"7028, rue des Brumes",G2C 1P6,Province of Quèbec
313,GARDERIE LES AMIS DE JOANIE,GARD,23.0,,,Day Care,Québec,"2675, avenue de la Ronde",G1J 4G5,Province of Quèbec
314,GARDERIE LES AMIS DE LA FORÊT INC.,GARD,13.0,,,Day Care,Québec,"910, boulevard du Lac",G2M 0C9,Province of Quèbec
315,GARDERIE LES COMPLICES,GARD,41.0,,,Day Care,Québec,"90, rue des Pins Ouest",G1L 1J8,Province of Quèbec
316,GARDERIE LES GAMINS INC.,GARD,47.0,Y,Y,Day Care,Québec,"1310, boulevard Pie-XI Nord",G3J 1G5,Province of Quèbec
317,GARDERIE LES MÉDUSES INC.,GARD,23.0,,,Day Care,Québec,"465, rue Racine",G2B 1G3,Province of Quèbec
318,GARDERIE LES P'TITS MOUSSES DE BEAUPORT,GARD,52.0,Y,Y,Day Care,Québec,"2590, boulevard Louis-XIV",G1C 7T3,Province of Quèbec
319,GARDERIE LES P'TITS PIOUS INC.,GARD,31.0,,,Day Care,Québec,"15059, boulevard Henri-Bourassa",G1G 3Z5,Province of Quèbec
320,GARDERIE LES PETITES FLEURS ENR.,GARD,44.0,Y,Y,Day Care,Québec,"10685, boulevard de l'Ormière, bureau 100",G2B 3L5,Province of Quèbec
321,GARDERIE LES PETITES ORTEILS INC.,GARD,22.0,,,Day Care,Québec,"7133, 1re Avenue",G1H 2X3,Province of Quèbec
322,GARDERIE LES PETITS BOURGEOIS,GARD,80.0,,,Day Care,Québec,"2900, Chemin des Quatre-Bourgeois",G1V 1Y4,Province of Quèbec
323,GARDERIE LES PETITS EXPLORATEURS,GARD,12.0,Y,Y,Day Care,Québec,"2623, route de l'Aéroport",G3K 1A9,Province of Quèbec
324,GARDERIE LES PETITS LUTINS DE CHARLESBOURG LTÉE,GARD,60.0,Y,Y,Day Care,Québec,"7020, boulevard Henri-Bourassa",G1H 3E1,Province of Quèbec
325,GARDERIE LES PETITS MOSQUITOS,GARD,53.0,Y,Y,Day Care,Québec,"345, boulevard du Lac",G2M 0E1,Province of Quèbec
326,GARDERIE LES PETITS PINSONS,GARD,13.0,,,Day Care,Québec,"1339, rue Provancher",G1Y 1R7,Province of Quèbec
327,GARDERIE LES POMMETTES ROUGES INC.,GARD,78.0,,,Day Care,Québec,"300, rue Saint-Paul, local 230",G1K 7R1,Province of Quèbec
328,GARDERIE LES PRIMEVÈRES,GARD,62.0,Y,Y,Day Care,Québec,"1890, boulevard Auclair",G2G 1R7,Province of Quèbec
329,GARDERIE LES SAISONS IMAGINAIRES,GARD,18.0,,,Day Care,Québec,"2255, boulevard Louis-XIV, local 101",G1C 1A4,Province of Quèbec
330,GARDERIE LES TOURNESOLS,GARD,34.0,Y,Y,Day Care,Québec,"1320, rue Provancher",G1Y 1R6,Province of Quèbec
